anio,edo,tipo,sexo,tasa
2001,Aguascalientes,noTrans,Mujeres,448.2
2001,Baja California,noTrans,Mujeres,484.4
2001,Baja California Sur,noTrans,Mujeres,417
2001,Campeche,noTrans,Mujeres,363.8
2001,Coahuila,noTrans,Mujeres,510
2001,Colima,noTrans,Mujeres,431.2
2001,Chiapas,noTrans,Mujeres,405.7
2001,Chihuahua,noTrans,Mujeres,519.7
2001,Distrito Federal,noTrans,Mujeres,469.9
2001,Durango,noTrans,Mujeres,409.7
2001,Guanajuato,noTrans,Mujeres,410.4
2001,Guerrero,noTrans,Mujeres,299.2
2001,Hidalgo,noTrans,Mujeres,375.8
2001,Jalisco,noTrans,Mujeres,437.8
2001,México,noTrans,Mujeres,462.8
2001,Michoacán,noTrans,Mujeres,386
2001,Morelos,noTrans,Mujeres,403.4
2001,Nayarit,noTrans,Mujeres,375.5
2001,Nuevo León,noTrans,Mujeres,439.4
2001,Oaxaca,noTrans,Mujeres,367.5
2001,Puebla,noTrans,Mujeres,417.9
2001,Querétaro,noTrans,Mujeres,405.6
2001,Quintana Roo,noTrans,Mujeres,353.8
2001,San Luis Potosí,noTrans,Mujeres,372.3
2001,Sinaloa,noTrans,Mujeres,369
2001,Sonora,noTrans,Mujeres,472.9
2001,Tabasco,noTrans,Mujeres,460
2001,Tamaulipas,noTrans,Mujeres,425.2
2001,Tlaxcala,noTrans,Mujeres,414.8
2001,Veracruz,noTrans,Mujeres,418.2
2001,Yucatán,noTrans,Mujeres,430.6
2001,Zacatecas,noTrans,Mujeres,385.4
2002,Aguascalientes,noTrans,Mujeres,483.3
2002,Baja California,noTrans,Mujeres,474.6
2002,Baja California Sur,noTrans,Mujeres,408.7
2002,Campeche,noTrans,Mujeres,395.4
2002,Coahuila,noTrans,Mujeres,511.8
2002,Colima,noTrans,Mujeres,410
2002,Chiapas,noTrans,Mujeres,406.1
2002,Chihuahua,noTrans,Mujeres,506.4
2002,Distrito Federal,noTrans,Mujeres,464
2002,Durango,noTrans,Mujeres,397.8
2002,Guanajuato,noTrans,Mujeres,445.2
2002,Guerrero,noTrans,Mujeres,296.2
2002,Hidalgo,noTrans,Mujeres,387.9
2002,Jalisco,noTrans,Mujeres,455.5
2002,México,noTrans,Mujeres,466.3
2002,Michoacán,noTrans,Mujeres,407.4
2002,Morelos,noTrans,Mujeres,407.3
2002,Nayarit,noTrans,Mujeres,389.7
2002,Nuevo León,noTrans,Mujeres,447.2
2002,Oaxaca,noTrans,Mujeres,380.6
2002,Puebla,noTrans,Mujeres,420.6
2002,Querétaro,noTrans,Mujeres,411.8
2002,Quintana Roo,noTrans,Mujeres,362.7
2002,San Luis Potosí,noTrans,Mujeres,384.7
2002,Sinaloa,noTrans,Mujeres,387.1
2002,Sonora,noTrans,Mujeres,455.8
2002,Tabasco,noTrans,Mujeres,433.6
2002,Tamaulipas,noTrans,Mujeres,418.4
2002,Tlaxcala,noTrans,Mujeres,406.5
2002,Veracruz,noTrans,Mujeres,416.2
2002,Yucatán,noTrans,Mujeres,439
2002,Zacatecas,noTrans,Mujeres,400.1
2003,Aguascalientes,noTrans,Mujeres,459.1
2003,Baja California,noTrans,Mujeres,461.1
2003,Baja California Sur,noTrans,Mujeres,401.8
2003,Campeche,noTrans,Mujeres,383.4
2003,Coahuila,noTrans,Mujeres,528.7
2003,Colima,noTrans,Mujeres,400.8
2003,Chiapas,noTrans,Mujeres,406.9
2003,Chihuahua,noTrans,Mujeres,508.6
2003,Distrito Federal,noTrans,Mujeres,468
2003,Durango,noTrans,Mujeres,414.3
2003,Guanajuato,noTrans,Mujeres,443.5
2003,Guerrero,noTrans,Mujeres,322.4
2003,Hidalgo,noTrans,Mujeres,384.8
2003,Jalisco,noTrans,Mujeres,450.9
2003,México,noTrans,Mujeres,471.2
2003,Michoacán,noTrans,Mujeres,405.6
2003,Morelos,noTrans,Mujeres,413.9
2003,Nayarit,noTrans,Mujeres,379.3
2003,Nuevo León,noTrans,Mujeres,452
2003,Oaxaca,noTrans,Mujeres,375
2003,Puebla,noTrans,Mujeres,433.5
2003,Querétaro,noTrans,Mujeres,437.4
2003,Quintana Roo,noTrans,Mujeres,375.1
2003,San Luis Potosí,noTrans,Mujeres,406.4
2003,Sinaloa,noTrans,Mujeres,397.4
2003,Sonora,noTrans,Mujeres,476.5
2003,Tabasco,noTrans,Mujeres,459.4
2003,Tamaulipas,noTrans,Mujeres,425.3
2003,Tlaxcala,noTrans,Mujeres,400.9
2003,Veracruz,noTrans,Mujeres,433.2
2003,Yucatán,noTrans,Mujeres,450.2
2003,Zacatecas,noTrans,Mujeres,405.1
2004,Aguascalientes,noTrans,Mujeres,442.8
2004,Baja California,noTrans,Mujeres,473.7
2004,Baja California Sur,noTrans,Mujeres,392.4
2004,Campeche,noTrans,Mujeres,408.8
2004,Coahuila,noTrans,Mujeres,491.5
2004,Colima,noTrans,Mujeres,432
2004,Chiapas,noTrans,Mujeres,406.4
2004,Chihuahua,noTrans,Mujeres,479.2
2004,Distrito Federal,noTrans,Mujeres,468.6
2004,Durango,noTrans,Mujeres,403.1
2004,Guanajuato,noTrans,Mujeres,432.2
2004,Guerrero,noTrans,Mujeres,304.5
2004,Hidalgo,noTrans,Mujeres,392.6
2004,Jalisco,noTrans,Mujeres,431.6
2004,México,noTrans,Mujeres,460.2
2004,Michoacán,noTrans,Mujeres,394.9
2004,Morelos,noTrans,Mujeres,408.4
2004,Nayarit,noTrans,Mujeres,386.3
2004,Nuevo León,noTrans,Mujeres,439.8
2004,Oaxaca,noTrans,Mujeres,371.9
2004,Puebla,noTrans,Mujeres,437.5
2004,Querétaro,noTrans,Mujeres,423.3
2004,Quintana Roo,noTrans,Mujeres,379.4
2004,San Luis Potosí,noTrans,Mujeres,387.5
2004,Sinaloa,noTrans,Mujeres,387.5
2004,Sonora,noTrans,Mujeres,471.5
2004,Tabasco,noTrans,Mujeres,435.4
2004,Tamaulipas,noTrans,Mujeres,426.6
2004,Tlaxcala,noTrans,Mujeres,426.3
2004,Veracruz,noTrans,Mujeres,442.4
2004,Yucatán,noTrans,Mujeres,427.1
2004,Zacatecas,noTrans,Mujeres,393.3
2005,Aguascalientes,noTrans,Mujeres,464
2005,Baja California,noTrans,Mujeres,463.1
2005,Baja California Sur,noTrans,Mujeres,397.7
2005,Campeche,noTrans,Mujeres,387.7
2005,Coahuila,noTrans,Mujeres,538.9
2005,Colima,noTrans,Mujeres,430
2005,Chiapas,noTrans,Mujeres,412.3
2005,Chihuahua,noTrans,Mujeres,508.7
2005,Distrito Federal,noTrans,Mujeres,460.9
2005,Durango,noTrans,Mujeres,448.3
2005,Guanajuato,noTrans,Mujeres,444.3
2005,Guerrero,noTrans,Mujeres,310.2
2005,Hidalgo,noTrans,Mujeres,409.3
2005,Jalisco,noTrans,Mujeres,454.3
2005,México,noTrans,Mujeres,472.1
2005,Michoacán,noTrans,Mujeres,404.4
2005,Morelos,noTrans,Mujeres,414.2
2005,Nayarit,noTrans,Mujeres,395.4
2005,Nuevo León,noTrans,Mujeres,461.4
2005,Oaxaca,noTrans,Mujeres,390.9
2005,Puebla,noTrans,Mujeres,441.6
2005,Querétaro,noTrans,Mujeres,441
2005,Quintana Roo,noTrans,Mujeres,374.6
2005,San Luis Potosí,noTrans,Mujeres,391.7
2005,Sinaloa,noTrans,Mujeres,382.1
2005,Sonora,noTrans,Mujeres,478.6
2005,Tabasco,noTrans,Mujeres,467.5
2005,Tamaulipas,noTrans,Mujeres,432.4
2005,Tlaxcala,noTrans,Mujeres,407.4
2005,Veracruz,noTrans,Mujeres,445.3
2005,Yucatán,noTrans,Mujeres,450.5
2005,Zacatecas,noTrans,Mujeres,422.8
2006,Aguascalientes,noTrans,Mujeres,437.1
2006,Baja California,noTrans,Mujeres,454.2
2006,Baja California Sur,noTrans,Mujeres,425.9
2006,Campeche,noTrans,Mujeres,422.9
2006,Coahuila,noTrans,Mujeres,493.2
2006,Colima,noTrans,Mujeres,424.7
2006,Chiapas,noTrans,Mujeres,429.5
2006,Chihuahua,noTrans,Mujeres,504.9
2006,Distrito Federal,noTrans,Mujeres,445.4
2006,Durango,noTrans,Mujeres,430.7
2006,Guanajuato,noTrans,Mujeres,428.8
2006,Guerrero,noTrans,Mujeres,295.5
2006,Hidalgo,noTrans,Mujeres,388.8
2006,Jalisco,noTrans,Mujeres,438
2006,México,noTrans,Mujeres,452.9
2006,Michoacán,noTrans,Mujeres,391.2
2006,Morelos,noTrans,Mujeres,414.3
2006,Nayarit,noTrans,Mujeres,381.1
2006,Nuevo León,noTrans,Mujeres,431.3
2006,Oaxaca,noTrans,Mujeres,374.6
2006,Puebla,noTrans,Mujeres,433.7
2006,Querétaro,noTrans,Mujeres,419.9
2006,Quintana Roo,noTrans,Mujeres,343.2
2006,San Luis Potosí,noTrans,Mujeres,386.3
2006,Sinaloa,noTrans,Mujeres,375.5
2006,Sonora,noTrans,Mujeres,449.3
2006,Tabasco,noTrans,Mujeres,450.1
2006,Tamaulipas,noTrans,Mujeres,416.8
2006,Tlaxcala,noTrans,Mujeres,410.1
2006,Veracruz,noTrans,Mujeres,436.6
2006,Yucatán,noTrans,Mujeres,427.5
2006,Zacatecas,noTrans,Mujeres,393.2
2007,Aguascalientes,noTrans,Mujeres,439
2007,Baja California,noTrans,Mujeres,443.3
2007,Baja California Sur,noTrans,Mujeres,439
2007,Campeche,noTrans,Mujeres,417.1
2007,Coahuila,noTrans,Mujeres,519.8
2007,Colima,noTrans,Mujeres,391.3
2007,Chiapas,noTrans,Mujeres,437.4
2007,Chihuahua,noTrans,Mujeres,496.9
2007,Distrito Federal,noTrans,Mujeres,449.7
2007,Durango,noTrans,Mujeres,452.5
2007,Guanajuato,noTrans,Mujeres,433.9
2007,Guerrero,noTrans,Mujeres,324.5
2007,Hidalgo,noTrans,Mujeres,421
2007,Jalisco,noTrans,Mujeres,434
2007,México,noTrans,Mujeres,457.1
2007,Michoacán,noTrans,Mujeres,402.3
2007,Morelos,noTrans,Mujeres,418.8
2007,Nayarit,noTrans,Mujeres,385.7
2007,Nuevo León,noTrans,Mujeres,446
2007,Oaxaca,noTrans,Mujeres,399.6
2007,Puebla,noTrans,Mujeres,439.1
2007,Querétaro,noTrans,Mujeres,420.5
2007,Quintana Roo,noTrans,Mujeres,382.9
2007,San Luis Potosí,noTrans,Mujeres,397.3
2007,Sinaloa,noTrans,Mujeres,353.9
2007,Sonora,noTrans,Mujeres,431.6
2007,Tabasco,noTrans,Mujeres,449.4
2007,Tamaulipas,noTrans,Mujeres,427.8
2007,Tlaxcala,noTrans,Mujeres,414.3
2007,Veracruz,noTrans,Mujeres,448.5
2007,Yucatán,noTrans,Mujeres,438.8
2007,Zacatecas,noTrans,Mujeres,412.2
2008,Aguascalientes,noTrans,Mujeres,463.8
2008,Baja California,noTrans,Mujeres,443.3
2008,Baja California Sur,noTrans,Mujeres,425.5
2008,Campeche,noTrans,Mujeres,428.3
2008,Coahuila,noTrans,Mujeres,513.5
2008,Colima,noTrans,Mujeres,433.5
2008,Chiapas,noTrans,Mujeres,442.7
2008,Chihuahua,noTrans,Mujeres,499.7
2008,Distrito Federal,noTrans,Mujeres,447
2008,Durango,noTrans,Mujeres,494.8
2008,Guanajuato,noTrans,Mujeres,444.6
2008,Guerrero,noTrans,Mujeres,354
2008,Hidalgo,noTrans,Mujeres,441.5
2008,Jalisco,noTrans,Mujeres,434.2
2008,México,noTrans,Mujeres,456.3
2008,Michoacán,noTrans,Mujeres,415.8
2008,Morelos,noTrans,Mujeres,440.5
2008,Nayarit,noTrans,Mujeres,400.4
2008,Nuevo León,noTrans,Mujeres,441.3
2008,Oaxaca,noTrans,Mujeres,399.3
2008,Puebla,noTrans,Mujeres,435.3
2008,Querétaro,noTrans,Mujeres,452.3
2008,Quintana Roo,noTrans,Mujeres,387.7
2008,San Luis Potosí,noTrans,Mujeres,417
2008,Sinaloa,noTrans,Mujeres,402.5
2008,Sonora,noTrans,Mujeres,453.6
2008,Tabasco,noTrans,Mujeres,478.5
2008,Tamaulipas,noTrans,Mujeres,428.9
2008,Tlaxcala,noTrans,Mujeres,422.8
2008,Veracruz,noTrans,Mujeres,450.6
2008,Yucatán,noTrans,Mujeres,454.1
2008,Zacatecas,noTrans,Mujeres,427.4
2e3,Aguascalientes,noTrans,Hombres,539.6
2e3,Baja California,noTrans,Hombres,717.9
2e3,Baja California Sur,noTrans,Hombres,596.6
2e3,Campeche,noTrans,Hombres,430.6
2e3,Coahuila,noTrans,Hombres,638.4
2e3,Colima,noTrans,Hombres,564.5
2e3,Chiapas,noTrans,Hombres,432
2e3,Chihuahua,noTrans,Hombres,666.7
2e3,Distrito Federal,noTrans,Hombres,633.2
2e3,Durango,noTrans,Hombres,507.8
2e3,Guanajuato,noTrans,Hombres,544.4
2e3,Guerrero,noTrans,Hombres,362.2
2e3,Hidalgo,noTrans,Hombres,477
2e3,Jalisco,noTrans,Hombres,572.3
2e3,México,noTrans,Hombres,593.2
2e3,Michoacán,noTrans,Hombres,497.6
2e3,Morelos,noTrans,Hombres,503.9
2e3,Nayarit,noTrans,Hombres,470.2
2e3,Nuevo León,noTrans,Hombres,589.1
2e3,Oaxaca,noTrans,Hombres,478.6
2e3,Puebla,noTrans,Hombres,576.3
2e3,Querétaro,noTrans,Hombres,591.9
2e3,Quintana Roo,noTrans,Hombres,406.9
2e3,San Luis Potosí,noTrans,Hombres,482.2
2e3,Sinaloa,noTrans,Hombres,528.2
2e3,Sonora,noTrans,Hombres,654.5
2e3,Tabasco,noTrans,Hombres,491
2e3,Tamaulipas,noTrans,Hombres,556.2
2e3,Tlaxcala,noTrans,Hombres,482.2
2e3,Veracruz,noTrans,Hombres,545.1
2e3,Yucatán,noTrans,Hombres,487.4
2e3,Zacatecas,noTrans,Hombres,483.9
2001,Aguascalientes,noTrans,Hombres,543.9
2001,Baja California,noTrans,Hombres,661.6
2001,Baja California Sur,noTrans,Hombres,623.3
2001,Campeche,noTrans,Hombres,448.5
2001,Coahuila,noTrans,Hombres,640.9
2001,Colima,noTrans,Hombres,544.4
2001,Chiapas,noTrans,Hombres,437.4
2001,Chihuahua,noTrans,Hombres,655.7
2001,Distrito Federal,noTrans,Hombres,631.7
2001,Durango,noTrans,Hombres,507.6
2001,Guanajuato,noTrans,Hombres,513.9
2001,Guerrero,noTrans,Hombres,380.7
2001,Hidalgo,noTrans,Hombres,518.3
2001,Jalisco,noTrans,Hombres,561.7
2001,México,noTrans,Hombres,594.7
2001,Michoacán,noTrans,Hombres,490.3
2001,Morelos,noTrans,Hombres,500.5
2001,Nayarit,noTrans,Hombres,458.7
2001,Nuevo León,noTrans,Hombres,588.1
2001,Oaxaca,noTrans,Hombres,466.8
2001,Puebla,noTrans,Hombres,573.9
2001,Querétaro,noTrans,Hombres,575.5
2001,Quintana Roo,noTrans,Hombres,430.6
2001,San Luis Potosí,noTrans,Hombres,457.7
2001,Sinaloa,noTrans,Hombres,517.8
2001,Sonora,noTrans,Hombres,661.1
2001,Tabasco,noTrans,Hombres,516.2
2001,Tamaulipas,noTrans,Hombres,564.5
2001,Tlaxcala,noTrans,Hombres,497.6
2001,Veracruz,noTrans,Hombres,561.5
2001,Yucatán,noTrans,Hombres,502.6
2001,Zacatecas,noTrans,Hombres,474.8
2002,Aguascalientes,noTrans,Hombres,588.5
2002,Baja California,noTrans,Hombres,658.1
2002,Baja California Sur,noTrans,Hombres,598.3
2002,Campeche,noTrans,Hombres,459.4
2002,Coahuila,noTrans,Hombres,637.9
2002,Colima,noTrans,Hombres,563.4
2002,Chiapas,noTrans,Hombres,463.9
2002,Chihuahua,noTrans,Hombres,661
2002,Distrito Federal,noTrans,Hombres,625.3
2002,Durango,noTrans,Hombres,531.6
2002,Guanajuato,noTrans,Hombres,556.3
2002,Guerrero,noTrans,Hombres,376.8
2002,Hidalgo,noTrans,Hombres,548.1
2002,Jalisco,noTrans,Hombres,587.8
2002,México,noTrans,Hombres,592.9
2002,Michoacán,noTrans,Hombres,505.3
2002,Morelos,noTrans,Hombres,521
2002,Nayarit,noTrans,Hombres,505.8
2002,Nuevo León,noTrans,Hombres,602.9
2002,Oaxaca,noTrans,Hombres,485.3
2002,Puebla,noTrans,Hombres,589.2
2002,Querétaro,noTrans,Hombres,595.5
2002,Quintana Roo,noTrans,Hombres,439
2002,San Luis Potosí,noTrans,Hombres,472.8
2002,Sinaloa,noTrans,Hombres,543
2002,Sonora,noTrans,Hombres,666.9
2002,Tabasco,noTrans,Hombres,530.4
2002,Tamaulipas,noTrans,Hombres,573.2
2002,Tlaxcala,noTrans,Hombres,505.9
2002,Veracruz,noTrans,Hombres,574.7
2002,Yucatán,noTrans,Hombres,509.1
2002,Zacatecas,noTrans,Hombres,491.1
2003,Aguascalientes,noTrans,Hombres,587.5
2003,Baja California,noTrans,Hombres,677.3
2003,Baja California Sur,noTrans,Hombres,612.6
2003,Campeche,noTrans,Hombres,476.7
2003,Coahuila,noTrans,Hombres,660.9
2003,Colima,noTrans,Hombres,516.3
2003,Chiapas,noTrans,Hombres,468.1
2003,Chihuahua,noTrans,Hombres,679.2
2003,Distrito Federal,noTrans,Hombres,636
2003,Durango,noTrans,Hombres,544.2
2003,Guanajuato,noTrans,Hombres,558.4
2003,Guerrero,noTrans,Hombres,397.1
2003,Hidalgo,noTrans,Hombres,526.2
2003,Jalisco,noTrans,Hombres,587.3
2003,México,noTrans,Hombres,599.2
2003,Michoacán,noTrans,Hombres,510.9
2003,Morelos,noTrans,Hombres,507.7
2003,Nayarit,noTrans,Hombres,490.6
2003,Nuevo León,noTrans,Hombres,590.3
2003,Oaxaca,noTrans,Hombres,483.9
2003,Puebla,noTrans,Hombres,592.3
2003,Querétaro,noTrans,Hombres,591.1
2003,Quintana Roo,noTrans,Hombres,470
2003,San Luis Potosí,noTrans,Hombres,500.6
2003,Sinaloa,noTrans,Hombres,540.8
2003,Sonora,noTrans,Hombres,671.6
2003,Tabasco,noTrans,Hombres,558.8
2003,Tamaulipas,noTrans,Hombres,573
2003,Tlaxcala,noTrans,Hombres,480.7
2003,Veracruz,noTrans,Hombres,594.9
2003,Yucatán,noTrans,Hombres,540.6
2003,Zacatecas,noTrans,Hombres,486.6
2004,Aguascalientes,noTrans,Hombres,572
2004,Baja California,noTrans,Hombres,660.8
2004,Baja California Sur,noTrans,Hombres,579.8
2004,Campeche,noTrans,Hombres,491.7
2004,Coahuila,noTrans,Hombres,629.1
2004,Colima,noTrans,Hombres,527.6
2004,Chiapas,noTrans,Hombres,456.4
2004,Chihuahua,noTrans,Hombres,627
2004,Distrito Federal,noTrans,Hombres,636.6
2004,Durango,noTrans,Hombres,520.7
2004,Guanajuato,noTrans,Hombres,547.8
2004,Guerrero,noTrans,Hombres,395.3
2004,Hidalgo,noTrans,Hombres,542.1
2004,Jalisco,noTrans,Hombres,570.2
2004,México,noTrans,Hombres,589.1
2004,Michoacán,noTrans,Hombres,516.7
2004,Morelos,noTrans,Hombres,524.7
2004,Nayarit,noTrans,Hombres,489
2004,Nuevo León,noTrans,Hombres,586.7
2004,Oaxaca,noTrans,Hombres,493.6
2004,Puebla,noTrans,Hombres,589
2004,Querétaro,noTrans,Hombres,558.3
2004,Quintana Roo,noTrans,Hombres,454.6
2004,San Luis Potosí,noTrans,Hombres,502.1
2004,Sinaloa,noTrans,Hombres,519.3
2004,Sonora,noTrans,Hombres,636.4
2004,Tabasco,noTrans,Hombres,560.9
2004,Tamaulipas,noTrans,Hombres,569.8
2004,Tlaxcala,noTrans,Hombres,524.8
2004,Veracruz,noTrans,Hombres,583.2
2004,Yucatán,noTrans,Hombres,485.4
2004,Zacatecas,noTrans,Hombres,506.7
2005,Aguascalientes,noTrans,Hombres,565.1
2005,Baja California,noTrans,Hombres,634.7
2005,Baja California Sur,noTrans,Hombres,601.8
2005,Campeche,noTrans,Hombres,505.9
2005,Coahuila,noTrans,Hombres,682.4
2005,Colima,noTrans,Hombres,573.3
2005,Chiapas,noTrans,Hombres,468.6
2005,Chihuahua,noTrans,Hombres,658.6
2005,Distrito Federal,noTrans,Hombres,634.4
2005,Durango,noTrans,Hombres,590.3
2005,Guanajuato,noTrans,Hombres,576.3
2005,Guerrero,noTrans,Hombres,396.4
2005,Hidalgo,noTrans,Hombres,555.6
2005,Jalisco,noTrans,Hombres,589.3
2005,México,noTrans,Hombres,588.5
2005,Michoacán,noTrans,Hombres,518.8
2005,Morelos,noTrans,Hombres,522.2
2005,Nayarit,noTrans,Hombres,521.6
2005,Nuevo León,noTrans,Hombres,633.3
2005,Oaxaca,noTrans,Hombres,521.1
2005,Puebla,noTrans,Hombres,599.2
2005,Querétaro,noTrans,Hombres,580.8
2005,Quintana Roo,noTrans,Hombres,466.8
2005,San Luis Potosí,noTrans,Hombres,500
2005,Sinaloa,noTrans,Hombres,529.3
2005,Sonora,noTrans,Hombres,656.9
2005,Tabasco,noTrans,Hombres,566.6
2005,Tamaulipas,noTrans,Hombres,568.5
2005,Tlaxcala,noTrans,Hombres,482.4
2005,Veracruz,noTrans,Hombres,595
2005,Yucatán,noTrans,Hombres,512.9
2005,Zacatecas,noTrans,Hombres,478.2
2006,Aguascalientes,noTrans,Hombres,588.9
2006,Baja California,noTrans,Hombres,600.2
2006,Baja California Sur,noTrans,Hombres,608.4
2006,Campeche,noTrans,Hombres,483.6
2006,Coahuila,noTrans,Hombres,639.5
2006,Colima,noTrans,Hombres,579
2006,Chiapas,noTrans,Hombres,483
2006,Chihuahua,noTrans,Hombres,640.3
2006,Distrito Federal,noTrans,Hombres,615
2006,Durango,noTrans,Hombres,592.5
2006,Guanajuato,noTrans,Hombres,557.5
2006,Guerrero,noTrans,Hombres,371.4
2006,Hidalgo,noTrans,Hombres,538.6
2006,Jalisco,noTrans,Hombres,567.1
2006,México,noTrans,Hombres,578.2
2006,Michoacán,noTrans,Hombres,513.8
2006,Morelos,noTrans,Hombres,513.5
2006,Nayarit,noTrans,Hombres,502.2
2006,Nuevo León,noTrans,Hombres,587.8
2006,Oaxaca,noTrans,Hombres,495.8
2006,Puebla,noTrans,Hombres,581.4
2006,Querétaro,noTrans,Hombres,585.7
2006,Quintana Roo,noTrans,Hombres,435.3
2006,San Luis Potosí,noTrans,Hombres,492.1
2006,Sinaloa,noTrans,Hombres,523.8
2006,Sonora,noTrans,Hombres,630.8
2006,Tabasco,noTrans,Hombres,558.9
2006,Tamaulipas,noTrans,Hombres,568
2006,Tlaxcala,noTrans,Hombres,528.7
2006,Veracruz,noTrans,Hombres,579.6
2006,Yucatán,noTrans,Hombres,523.3
2006,Zacatecas,noTrans,Hombres,482.1
2007,Aguascalientes,noTrans,Hombres,608.3
2007,Baja California,noTrans,Hombres,612.8
2007,Baja California Sur,noTrans,Hombres,596.3
2007,Campeche,noTrans,Hombres,492.2
2007,Coahuila,noTrans,Hombres,631.2
2007,Colima,noTrans,Hombres,574.8
2007,Chiapas,noTrans,Hombres,499.9
2007,Chihuahua,noTrans,Hombres,635.5
2007,Distrito Federal,noTrans,Hombres,610.5
2007,Durango,noTrans,Hombres,576.1
2007,Guanajuato,noTrans,Hombres,566.8
2007,Guerrero,noTrans,Hombres,435.1
2007,Hidalgo,noTrans,Hombres,555.5
2007,Jalisco,noTrans,Hombres,571.6
2007,México,noTrans,Hombres,574.4
2007,Michoacán,noTrans,Hombres,520.5
2007,Morelos,noTrans,Hombres,529.6
2007,Nayarit,noTrans,Hombres,526.7
2007,Nuevo León,noTrans,Hombres,620.4
2007,Oaxaca,noTrans,Hombres,510.1
2007,Puebla,noTrans,Hombres,576.5
2007,Querétaro,noTrans,Hombres,573.5
2007,Quintana Roo,noTrans,Hombres,491.5
2007,San Luis Potosí,noTrans,Hombres,508.5
2007,Sinaloa,noTrans,Hombres,503.1
2007,Sonora,noTrans,Hombres,638.7
2007,Tabasco,noTrans,Hombres,563.9
2007,Tamaulipas,noTrans,Hombres,580.2
2007,Tlaxcala,noTrans,Hombres,530.6
2007,Veracruz,noTrans,Hombres,589.5
2007,Yucatán,noTrans,Hombres,542.9
2007,Zacatecas,noTrans,Hombres,493.1
2008,Aguascalientes,noTrans,Hombres,608.1
2008,Baja California,noTrans,Hombres,621.8
2008,Baja California Sur,noTrans,Hombres,594
2008,Campeche,noTrans,Hombres,544
2008,Coahuila,noTrans,Hombres,664.7
2008,Colima,noTrans,Hombres,579.5
2008,Chiapas,noTrans,Hombres,505.3
2008,Chihuahua,noTrans,Hombres,644.7
2008,Distrito Federal,noTrans,Hombres,606.5
2008,Durango,noTrans,Hombres,619.7
2008,Guanajuato,noTrans,Hombres,602.6
2008,Guerrero,noTrans,Hombres,453.2
2008,Hidalgo,noTrans,Hombres,586.1
2008,Jalisco,noTrans,Hombres,578.8
2008,México,noTrans,Hombres,576.7
2008,Michoacán,noTrans,Hombres,542.5
2008,Morelos,noTrans,Hombres,553.3
2008,Nayarit,noTrans,Hombres,532.2
2008,Nuevo León,noTrans,Hombres,610.7
2008,Oaxaca,noTrans,Hombres,520
2008,Puebla,noTrans,Hombres,593.8
2008,Querétaro,noTrans,Hombres,615.5
2008,Quintana Roo,noTrans,Hombres,477.3
2008,San Luis Potosí,noTrans,Hombres,512.5
2008,Sinaloa,noTrans,Hombres,550.9
2008,Sonora,noTrans,Hombres,643.9
2008,Tabasco,noTrans,Hombres,566
2008,Tamaulipas,noTrans,Hombres,588.3
2008,Tlaxcala,noTrans,Hombres,529.1
2008,Veracruz,noTrans,Hombres,608.9
2008,Yucatán,noTrans,Hombres,542.2
2008,Zacatecas,noTrans,Hombres,503.8
2e3,Aguascalientes,lesiones,Mujeres,25
2e3,Baja California,lesiones,Mujeres,29.8
2e3,Baja California Sur,lesiones,Mujeres,23.7
2e3,Campeche,lesiones,Mujeres,19.5
2e3,Coahuila,lesiones,Mujeres,18.9
2e3,Colima,lesiones,Mujeres,21.9
2e3,Chiapas,lesiones,Mujeres,21.5
2e3,Chihuahua,lesiones,Mujeres,28.4
2e3,Distrito Federal,lesiones,Mujeres,19.8
2e3,Durango,lesiones,Mujeres,17.1
2e3,Guanajuato,lesiones,Mujeres,23
2e3,Guerrero,lesiones,Mujeres,26.5
2e3,Hidalgo,lesiones,Mujeres,24.3
2e3,Jalisco,lesiones,Mujeres,25.9
2e3,México,lesiones,Mujeres,22.4
2e3,Michoacán,lesiones,Mujeres,27
2e3,Morelos,lesiones,Mujeres,21.6
