anio,edo,tipo,sexo,tasa
2e3,Nayarit,lesiones,Mujeres,21.2
2e3,Nuevo León,lesiones,Mujeres,18.7
2e3,Oaxaca,lesiones,Mujeres,22.9
2e3,Puebla,lesiones,Mujeres,21.6
2e3,Querétaro,lesiones,Mujeres,25
2e3,Quintana Roo,lesiones,Mujeres,24.5
2e3,San Luis Potosí,lesiones,Mujeres,21.7
2e3,Sinaloa,lesiones,Mujeres,24.4
2e3,Sonora,lesiones,Mujeres,25.6
2e3,Tabasco,lesiones,Mujeres,23.7
2e3,Tamaulipas,lesiones,Mujeres,22.1
2e3,Tlaxcala,lesiones,Mujeres,26.8
2e3,Veracruz,lesiones,Mujeres,16.8
2e3,Yucatán,lesiones,Mujeres,16.5
2e3,Zacatecas,lesiones,Mujeres,18.1
2001,Aguascalientes,lesiones,Mujeres,22.2
2001,Baja California,lesiones,Mujeres,31.5
2001,Baja California Sur,lesiones,Mujeres,17.5
2001,Campeche,lesiones,Mujeres,21.7
2001,Coahuila,lesiones,Mujeres,22.6
2001,Colima,lesiones,Mujeres,26.8
2001,Chiapas,lesiones,Mujeres,19.7
2001,Chihuahua,lesiones,Mujeres,29.9
2001,Distrito Federal,lesiones,Mujeres,21.6
2001,Durango,lesiones,Mujeres,19.7
2001,Guanajuato,lesiones,Mujeres,23.7
2001,Guerrero,lesiones,Mujeres,25.9
2001,Hidalgo,lesiones,Mujeres,24.3
2001,Jalisco,lesiones,Mujeres,24.9
2001,México,lesiones,Mujeres,24.9
2001,Michoacán,lesiones,Mujeres,27.8
2001,Morelos,lesiones,Mujeres,26.4
2001,Nayarit,lesiones,Mujeres,22.3
2001,Nuevo León,lesiones,Mujeres,19.3
2001,Oaxaca,lesiones,Mujeres,22.7
2001,Puebla,lesiones,Mujeres,22.8
2001,Querétaro,lesiones,Mujeres,24.3
2001,Quintana Roo,lesiones,Mujeres,25.5
2001,San Luis Potosí,lesiones,Mujeres,18.6
2001,Sinaloa,lesiones,Mujeres,21.9
2001,Sonora,lesiones,Mujeres,23.1
2001,Tabasco,lesiones,Mujeres,24.5
2001,Tamaulipas,lesiones,Mujeres,20.5
2001,Tlaxcala,lesiones,Mujeres,21
2001,Veracruz,lesiones,Mujeres,19.8
2001,Yucatán,lesiones,Mujeres,21.2
2001,Zacatecas,lesiones,Mujeres,21.9
2002,Aguascalientes,lesiones,Mujeres,29.2
2002,Baja California,lesiones,Mujeres,28.8
2002,Baja California Sur,lesiones,Mujeres,28.3
2002,Campeche,lesiones,Mujeres,20.3
2002,Coahuila,lesiones,Mujeres,23.3
2002,Colima,lesiones,Mujeres,19.9
2002,Chiapas,lesiones,Mujeres,22.2
2002,Chihuahua,lesiones,Mujeres,33.9
2002,Distrito Federal,lesiones,Mujeres,20.4
2002,Durango,lesiones,Mujeres,24
2002,Guanajuato,lesiones,Mujeres,22.8
2002,Guerrero,lesiones,Mujeres,29.6
2002,Hidalgo,lesiones,Mujeres,18.4
2002,Jalisco,lesiones,Mujeres,26.1
2002,México,lesiones,Mujeres,24.2
2002,Michoacán,lesiones,Mujeres,29
2002,Morelos,lesiones,Mujeres,18.3
2002,Nayarit,lesiones,Mujeres,25.2
2002,Nuevo León,lesiones,Mujeres,17.9
2002,Oaxaca,lesiones,Mujeres,24.6
2002,Puebla,lesiones,Mujeres,24.2
2002,Querétaro,lesiones,Mujeres,27.1
2002,Quintana Roo,lesiones,Mujeres,19.4
2002,San Luis Potosí,lesiones,Mujeres,20.6
2002,Sinaloa,lesiones,Mujeres,22
2002,Sonora,lesiones,Mujeres,22.9
2002,Tabasco,lesiones,Mujeres,20.8
2002,Tamaulipas,lesiones,Mujeres,19.9
2002,Tlaxcala,lesiones,Mujeres,27.8
2002,Veracruz,lesiones,Mujeres,18.1
2002,Yucatán,lesiones,Mujeres,18.4
2002,Zacatecas,lesiones,Mujeres,28.3
2003,Aguascalientes,lesiones,Mujeres,32.8
2003,Baja California,lesiones,Mujeres,31.3
2003,Baja California Sur,lesiones,Mujeres,25.1
2003,Campeche,lesiones,Mujeres,18.7
2003,Coahuila,lesiones,Mujeres,24.1
2003,Colima,lesiones,Mujeres,30
2003,Chiapas,lesiones,Mujeres,19.6
2003,Chihuahua,lesiones,Mujeres,35.3
2003,Distrito Federal,lesiones,Mujeres,21.4
2003,Durango,lesiones,Mujeres,26.2
2003,Guanajuato,lesiones,Mujeres,22.9
2003,Guerrero,lesiones,Mujeres,26.6
2003,Hidalgo,lesiones,Mujeres,21.7
2003,Jalisco,lesiones,Mujeres,26.3
2003,México,lesiones,Mujeres,22
2003,Michoacán,lesiones,Mujeres,25.9
2003,Morelos,lesiones,Mujeres,21
2003,Nayarit,lesiones,Mujeres,29.5
2003,Nuevo León,lesiones,Mujeres,18.3
2003,Oaxaca,lesiones,Mujeres,25.1
2003,Puebla,lesiones,Mujeres,22.9
2003,Querétaro,lesiones,Mujeres,21.3
2003,Quintana Roo,lesiones,Mujeres,26
2003,San Luis Potosí,lesiones,Mujeres,19.4
2003,Sinaloa,lesiones,Mujeres,20.6
2003,Sonora,lesiones,Mujeres,21.5
2003,Tabasco,lesiones,Mujeres,19.9
2003,Tamaulipas,lesiones,Mujeres,17.1
2003,Tlaxcala,lesiones,Mujeres,23.2
2003,Veracruz,lesiones,Mujeres,18.3
2003,Yucatán,lesiones,Mujeres,20.4
2003,Zacatecas,lesiones,Mujeres,35.1
2004,Aguascalientes,lesiones,Mujeres,23.6
2004,Baja California,lesiones,Mujeres,31
2004,Baja California Sur,lesiones,Mujeres,27.2
2004,Campeche,lesiones,Mujeres,19.3
2004,Coahuila,lesiones,Mujeres,21.5
2004,Colima,lesiones,Mujeres,21.2
2004,Chiapas,lesiones,Mujeres,18.5
2004,Chihuahua,lesiones,Mujeres,31.2
2004,Distrito Federal,lesiones,Mujeres,18.2
2004,Durango,lesiones,Mujeres,24.8
2004,Guanajuato,lesiones,Mujeres,22.9
2004,Guerrero,lesiones,Mujeres,25.2
2004,Hidalgo,lesiones,Mujeres,25.2
2004,Jalisco,lesiones,Mujeres,24.3
2004,México,lesiones,Mujeres,22.2
2004,Michoacán,lesiones,Mujeres,27.4
2004,Morelos,lesiones,Mujeres,23.2
2004,Nayarit,lesiones,Mujeres,32.2
2004,Nuevo León,lesiones,Mujeres,20.5
2004,Oaxaca,lesiones,Mujeres,22.6
2004,Puebla,lesiones,Mujeres,21.9
2004,Querétaro,lesiones,Mujeres,24.1
2004,Quintana Roo,lesiones,Mujeres,27.8
2004,San Luis Potosí,lesiones,Mujeres,19.7
2004,Sinaloa,lesiones,Mujeres,22.2
2004,Sonora,lesiones,Mujeres,23.6
2004,Tabasco,lesiones,Mujeres,23.7
2004,Tamaulipas,lesiones,Mujeres,20.2
2004,Tlaxcala,lesiones,Mujeres,26.4
2004,Veracruz,lesiones,Mujeres,16.4
2004,Yucatán,lesiones,Mujeres,15.9
2004,Zacatecas,lesiones,Mujeres,27.8
2005,Aguascalientes,lesiones,Mujeres,31.7
2005,Baja California,lesiones,Mujeres,31.7
2005,Baja California Sur,lesiones,Mujeres,36.7
2005,Campeche,lesiones,Mujeres,22.4
2005,Coahuila,lesiones,Mujeres,23.5
2005,Colima,lesiones,Mujeres,24.3
2005,Chiapas,lesiones,Mujeres,20.2
2005,Chihuahua,lesiones,Mujeres,33.6
2005,Distrito Federal,lesiones,Mujeres,20.7
2005,Durango,lesiones,Mujeres,25.3
2005,Guanajuato,lesiones,Mujeres,24.5
2005,Guerrero,lesiones,Mujeres,21.1
2005,Hidalgo,lesiones,Mujeres,22
2005,Jalisco,lesiones,Mujeres,21.4
2005,México,lesiones,Mujeres,22.8
2005,Michoacán,lesiones,Mujeres,27.7
2005,Morelos,lesiones,Mujeres,24
2005,Nayarit,lesiones,Mujeres,25.6
2005,Nuevo León,lesiones,Mujeres,21.6
2005,Oaxaca,lesiones,Mujeres,24.7
2005,Puebla,lesiones,Mujeres,23.5
2005,Querétaro,lesiones,Mujeres,23.7
2005,Quintana Roo,lesiones,Mujeres,27.8
2005,San Luis Potosí,lesiones,Mujeres,20.1
2005,Sinaloa,lesiones,Mujeres,24.3
2005,Sonora,lesiones,Mujeres,24.4
2005,Tabasco,lesiones,Mujeres,21.2
2005,Tamaulipas,lesiones,Mujeres,21.7
2005,Tlaxcala,lesiones,Mujeres,21.1
2005,Veracruz,lesiones,Mujeres,17
2005,Yucatán,lesiones,Mujeres,16.6
2005,Zacatecas,lesiones,Mujeres,29
2006,Aguascalientes,lesiones,Mujeres,24.2
2006,Baja California,lesiones,Mujeres,29.3
2006,Baja California Sur,lesiones,Mujeres,28.2
2006,Campeche,lesiones,Mujeres,15.5
2006,Coahuila,lesiones,Mujeres,21.3
2006,Colima,lesiones,Mujeres,21.1
2006,Chiapas,lesiones,Mujeres,24
2006,Chihuahua,lesiones,Mujeres,36
2006,Distrito Federal,lesiones,Mujeres,18.6
2006,Durango,lesiones,Mujeres,28.1
2006,Guanajuato,lesiones,Mujeres,20
2006,Guerrero,lesiones,Mujeres,26.5
2006,Hidalgo,lesiones,Mujeres,22
2006,Jalisco,lesiones,Mujeres,24.6
2006,México,lesiones,Mujeres,20.4
2006,Michoacán,lesiones,Mujeres,27.6
2006,Morelos,lesiones,Mujeres,22.1
2006,Nayarit,lesiones,Mujeres,28.1
2006,Nuevo León,lesiones,Mujeres,21.2
2006,Oaxaca,lesiones,Mujeres,23.7
2006,Puebla,lesiones,Mujeres,20.5
2006,Querétaro,lesiones,Mujeres,23.4
2006,Quintana Roo,lesiones,Mujeres,21.2
2006,San Luis Potosí,lesiones,Mujeres,22.7
2006,Sinaloa,lesiones,Mujeres,23.5
2006,Sonora,lesiones,Mujeres,27.2
2006,Tabasco,lesiones,Mujeres,26.4
2006,Tamaulipas,lesiones,Mujeres,20.4
2006,Tlaxcala,lesiones,Mujeres,24.1
2006,Veracruz,lesiones,Mujeres,16.6
2006,Yucatán,lesiones,Mujeres,18.4
2006,Zacatecas,lesiones,Mujeres,25
2007,Aguascalientes,lesiones,Mujeres,20.7
2007,Baja California,lesiones,Mujeres,26.5
2007,Baja California Sur,lesiones,Mujeres,35
2007,Campeche,lesiones,Mujeres,19.2
2007,Coahuila,lesiones,Mujeres,22.7
2007,Colima,lesiones,Mujeres,26.2
2007,Chiapas,lesiones,Mujeres,20.2
2007,Chihuahua,lesiones,Mujeres,29.4
2007,Distrito Federal,lesiones,Mujeres,17
2007,Durango,lesiones,Mujeres,29.5
2007,Guanajuato,lesiones,Mujeres,20.1
2007,Guerrero,lesiones,Mujeres,29.3
2007,Hidalgo,lesiones,Mujeres,24.2
2007,Jalisco,lesiones,Mujeres,25.3
2007,México,lesiones,Mujeres,21.7
2007,Michoacán,lesiones,Mujeres,30.7
2007,Morelos,lesiones,Mujeres,22.9
2007,Nayarit,lesiones,Mujeres,27.2
2007,Nuevo León,lesiones,Mujeres,19.3
2007,Oaxaca,lesiones,Mujeres,21.6
2007,Puebla,lesiones,Mujeres,20.8
2007,Querétaro,lesiones,Mujeres,24.1
2007,Quintana Roo,lesiones,Mujeres,28.6
2007,San Luis Potosí,lesiones,Mujeres,23.5
2007,Sinaloa,lesiones,Mujeres,24.6
2007,Sonora,lesiones,Mujeres,28.8
2007,Tabasco,lesiones,Mujeres,23.2
2007,Tamaulipas,lesiones,Mujeres,21.3
2007,Tlaxcala,lesiones,Mujeres,21.5
2007,Veracruz,lesiones,Mujeres,16.8
2007,Yucatán,lesiones,Mujeres,14.8
2007,Zacatecas,lesiones,Mujeres,26.2
2008,Aguascalientes,lesiones,Mujeres,24.5
2008,Baja California,lesiones,Mujeres,28.7
2008,Baja California Sur,lesiones,Mujeres,32.6
2008,Campeche,lesiones,Mujeres,17.2
2008,Coahuila,lesiones,Mujeres,22.1
2008,Colima,lesiones,Mujeres,32.3
2008,Chiapas,lesiones,Mujeres,18.5
2008,Chihuahua,lesiones,Mujeres,40.1
2008,Distrito Federal,lesiones,Mujeres,16.9
2008,Durango,lesiones,Mujeres,33.4
2008,Guanajuato,lesiones,Mujeres,22.4
2008,Guerrero,lesiones,Mujeres,28.5
2008,Hidalgo,lesiones,Mujeres,23.7
2008,Jalisco,lesiones,Mujeres,25.8
2008,México,lesiones,Mujeres,20.1
2008,Michoacán,lesiones,Mujeres,31.5
2008,Morelos,lesiones,Mujeres,21.5
2008,Nayarit,lesiones,Mujeres,27.1
2008,Nuevo León,lesiones,Mujeres,16.6
2008,Oaxaca,lesiones,Mujeres,22.4
2008,Puebla,lesiones,Mujeres,19.3
2008,Querétaro,lesiones,Mujeres,19.9
2008,Quintana Roo,lesiones,Mujeres,22.8
2008,San Luis Potosí,lesiones,Mujeres,18.6
2008,Sinaloa,lesiones,Mujeres,22.4
2008,Sonora,lesiones,Mujeres,27.1
2008,Tabasco,lesiones,Mujeres,24.2
2008,Tamaulipas,lesiones,Mujeres,19.8
2008,Tlaxcala,lesiones,Mujeres,24.3
2008,Veracruz,lesiones,Mujeres,18.2
2008,Yucatán,lesiones,Mujeres,16
2008,Zacatecas,lesiones,Mujeres,28.5
2e3,Aguascalientes,lesiones,Hombres,82.9
2e3,Baja California,lesiones,Hombres,135.9
2e3,Baja California Sur,lesiones,Hombres,95.8
2e3,Campeche,lesiones,Hombres,105.8
2e3,Coahuila,lesiones,Hombres,75
2e3,Colima,lesiones,Hombres,97.2
2e3,Chiapas,lesiones,Hombres,116.5
2e3,Chihuahua,lesiones,Hombres,137.1
2e3,Distrito Federal,lesiones,Hombres,74.3
2e3,Durango,lesiones,Hombres,89.6
2e3,Guanajuato,lesiones,Hombres,92.8
2e3,Guerrero,lesiones,Hombres,140.1
2e3,Hidalgo,lesiones,Hombres,96.7
2e3,Jalisco,lesiones,Hombres,98.6
2e3,México,lesiones,Hombres,94.4
2e3,Michoacán,lesiones,Hombres,134.7
2e3,Morelos,lesiones,Hombres,96.4
2e3,Nayarit,lesiones,Hombres,106.1
2e3,Nuevo León,lesiones,Hombres,63.9
2e3,Oaxaca,lesiones,Hombres,122.3
2e3,Puebla,lesiones,Hombres,98.4
2e3,Querétaro,lesiones,Hombres,103.8
2e3,Quintana Roo,lesiones,Hombres,98.6
2e3,San Luis Potosí,lesiones,Hombres,94.2
2e3,Sinaloa,lesiones,Hombres,115.4
2e3,Sonora,lesiones,Hombres,100.4
2e3,Tabasco,lesiones,Hombres,123.8
2e3,Tamaulipas,lesiones,Hombres,89.9
2e3,Tlaxcala,lesiones,Hombres,81.7
2e3,Veracruz,lesiones,Hombres,86.7
2e3,Yucatán,lesiones,Hombres,77
2e3,Zacatecas,lesiones,Hombres,105
2001,Aguascalientes,lesiones,Hombres,79.2
2001,Baja California,lesiones,Hombres,123.7
2001,Baja California Sur,lesiones,Hombres,89
2001,Campeche,lesiones,Hombres,82.5
2001,Coahuila,lesiones,Hombres,78.7
2001,Colima,lesiones,Hombres,97.3
2001,Chiapas,lesiones,Hombres,102.8
2001,Chihuahua,lesiones,Hombres,132.1
2001,Distrito Federal,lesiones,Hombres,74.8
2001,Durango,lesiones,Hombres,96.4
2001,Guanajuato,lesiones,Hombres,86.1
2001,Guerrero,lesiones,Hombres,126.6
2001,Hidalgo,lesiones,Hombres,93.3
2001,Jalisco,lesiones,Hombres,97.6
2001,México,lesiones,Hombres,90.1
2001,Michoacán,lesiones,Hombres,127
2001,Morelos,lesiones,Hombres,94.6
2001,Nayarit,lesiones,Hombres,107.8
2001,Nuevo León,lesiones,Hombres,67.2
2001,Oaxaca,lesiones,Hombres,121.3
2001,Puebla,lesiones,Hombres,90.9
2001,Querétaro,lesiones,Hombres,111
2001,Quintana Roo,lesiones,Hombres,102.2
2001,San Luis Potosí,lesiones,Hombres,91.9
2001,Sinaloa,lesiones,Hombres,110
2001,Sonora,lesiones,Hombres,106.5
2001,Tabasco,lesiones,Hombres,123.7
2001,Tamaulipas,lesiones,Hombres,81.1
2001,Tlaxcala,lesiones,Hombres,91.9
2001,Veracruz,lesiones,Hombres,85.1
2001,Yucatán,lesiones,Hombres,69.8
2001,Zacatecas,lesiones,Hombres,101.5
2002,Aguascalientes,lesiones,Hombres,97.4
2002,Baja California,lesiones,Hombres,114.9
2002,Baja California Sur,lesiones,Hombres,85.7
2002,Campeche,lesiones,Hombres,101.4
2002,Coahuila,lesiones,Hombres,77.5
2002,Colima,lesiones,Hombres,95.8
2002,Chiapas,lesiones,Hombres,106.1
2002,Chihuahua,lesiones,Hombres,135.1
2002,Distrito Federal,lesiones,Hombres,75
2002,Durango,lesiones,Hombres,103.1
2002,Guanajuato,lesiones,Hombres,90.1
2002,Guerrero,lesiones,Hombres,122.4
2002,Hidalgo,lesiones,Hombres,85.9
2002,Jalisco,lesiones,Hombres,94.2
2002,México,lesiones,Hombres,87.3
2002,Michoacán,lesiones,Hombres,118.7
2002,Morelos,lesiones,Hombres,88.1
2002,Nayarit,lesiones,Hombres,126
2002,Nuevo León,lesiones,Hombres,62.3
2002,Oaxaca,lesiones,Hombres,117.6
2002,Puebla,lesiones,Hombres,90
2002,Querétaro,lesiones,Hombres,92.4
2002,Quintana Roo,lesiones,Hombres,100.2
2002,San Luis Potosí,lesiones,Hombres,91.9
2002,Sinaloa,lesiones,Hombres,110
2002,Sonora,lesiones,Hombres,95.6
2002,Tabasco,lesiones,Hombres,112.6
2002,Tamaulipas,lesiones,Hombres,77.8
2002,Tlaxcala,lesiones,Hombres,103.1
2002,Veracruz,lesiones,Hombres,84.4
2002,Yucatán,lesiones,Hombres,88.4
2002,Zacatecas,lesiones,Hombres,112.3
2003,Aguascalientes,lesiones,Hombres,89.6
2003,Baja California,lesiones,Hombres,120.1
2003,Baja California Sur,lesiones,Hombres,82.1
2003,Campeche,lesiones,Hombres,93.6
2003,Coahuila,lesiones,Hombres,71.7
2003,Colima,lesiones,Hombres,82.9
2003,Chiapas,lesiones,Hombres,96.7
2003,Chihuahua,lesiones,Hombres,132.2
2003,Distrito Federal,lesiones,Hombres,74.9
2003,Durango,lesiones,Hombres,111.6
2003,Guanajuato,lesiones,Hombres,88.3
2003,Guerrero,lesiones,Hombres,118
2003,Hidalgo,lesiones,Hombres,87.1
2003,Jalisco,lesiones,Hombres,94.3
2003,México,lesiones,Hombres,84.1
2003,Michoacán,lesiones,Hombres,120.7
2003,Morelos,lesiones,Hombres,89.5
2003,Nayarit,lesiones,Hombres,115.1
2003,Nuevo León,lesiones,Hombres,66.8
2003,Oaxaca,lesiones,Hombres,120.2
2003,Puebla,lesiones,Hombres,91.1
2003,Querétaro,lesiones,Hombres,87.2
2003,Quintana Roo,lesiones,Hombres,92.1
2003,San Luis Potosí,lesiones,Hombres,88.7
2003,Sinaloa,lesiones,Hombres,103.9
2003,Sonora,lesiones,Hombres,91.4
2003,Tabasco,lesiones,Hombres,114.3
2003,Tamaulipas,lesiones,Hombres,78.2
2003,Tlaxcala,lesiones,Hombres,80.6
2003,Veracruz,lesiones,Hombres,83.8
2003,Yucatán,lesiones,Hombres,78.2
2003,Zacatecas,lesiones,Hombres,117.2
2004,Aguascalientes,lesiones,Hombres,84
2004,Baja California,lesiones,Hombres,114.1
2004,Baja California Sur,lesiones,Hombres,84.6
2004,Campeche,lesiones,Hombres,78.3
2004,Coahuila,lesiones,Hombres,66.9
2004,Colima,lesiones,Hombres,90.8
2004,Chiapas,lesiones,Hombres,93.4
2004,Chihuahua,lesiones,Hombres,126.4
2004,Distrito Federal,lesiones,Hombres,67
2004,Durango,lesiones,Hombres,101.3
2004,Guanajuato,lesiones,Hombres,86.3
2004,Guerrero,lesiones,Hombres,115.9
2004,Hidalgo,lesiones,Hombres,100
2004,Jalisco,lesiones,Hombres,88.9
2004,México,lesiones,Hombres,81.8
2004,Michoacán,lesiones,Hombres,119.9
2004,Morelos,lesiones,Hombres,80.5
2004,Nayarit,lesiones,Hombres,109.6
2004,Nuevo León,lesiones,Hombres,60.7
2004,Oaxaca,lesiones,Hombres,112.3
2004,Puebla,lesiones,Hombres,87.5
2004,Querétaro,lesiones,Hombres,99.2
2004,Quintana Roo,lesiones,Hombres,97.1
2004,San Luis Potosí,lesiones,Hombres,88
2004,Sinaloa,lesiones,Hombres,106.3
2004,Sonora,lesiones,Hombres,98.4
2004,Tabasco,lesiones,Hombres,116.7
2004,Tamaulipas,lesiones,Hombres,84
2004,Tlaxcala,lesiones,Hombres,74.3
2004,Veracruz,lesiones,Hombres,78.3
2004,Yucatán,lesiones,Hombres,73.9
2004,Zacatecas,lesiones,Hombres,107.1
2005,Aguascalientes,lesiones,Hombres,82.4
2005,Baja California,lesiones,Hombres,112.7
2005,Baja California Sur,lesiones,Hombres,101.9
2005,Campeche,lesiones,Hombres,90.9
2005,Coahuila,lesiones,Hombres,77.4
2005,Colima,lesiones,Hombres,79.9
2005,Chiapas,lesiones,Hombres,99.3
2005,Chihuahua,lesiones,Hombres,124.7
2005,Distrito Federal,lesiones,Hombres,65.6
2005,Durango,lesiones,Hombres,110.8
2005,Guanajuato,lesiones,Hombres,88.9
2005,Guerrero,lesiones,Hombres,112.2
2005,Hidalgo,lesiones,Hombres,87.2
2005,Jalisco,lesiones,Hombres,89.9
2005,México,lesiones,Hombres,81.7
2005,Michoacán,lesiones,Hombres,132.7
2005,Morelos,lesiones,Hombres,80.4
2005,Nayarit,lesiones,Hombres,118
2005,Nuevo León,lesiones,Hombres,66.4
2005,Oaxaca,lesiones,Hombres,114.5
2005,Puebla,lesiones,Hombres,82.8
2005,Querétaro,lesiones,Hombres,89.7
2005,Quintana Roo,lesiones,Hombres,93.7
2005,San Luis Potosí,lesiones,Hombres,88.4
2005,Sinaloa,lesiones,Hombres,111.7
2005,Sonora,lesiones,Hombres,100.6
2005,Tabasco,lesiones,Hombres,114.2
2005,Tamaulipas,lesiones,Hombres,86.4
2005,Tlaxcala,lesiones,Hombres,73.6
2005,Veracruz,lesiones,Hombres,77.6
2005,Yucatán,lesiones,Hombres,72.6
2005,Zacatecas,lesiones,Hombres,115.8
2006,Aguascalientes,lesiones,Hombres,79.8
2006,Baja California,lesiones,Hombres,106.6
2006,Baja California Sur,lesiones,Hombres,91.6
2006,Campeche,lesiones,Hombres,86.7
2006,Coahuila,lesiones,Hombres,76.8
2006,Colima,lesiones,Hombres,83.2
2006,Chiapas,lesiones,Hombres,107.6
2006,Chihuahua,lesiones,Hombres,139.7
2006,Distrito Federal,lesiones,Hombres,64.3
2006,Durango,lesiones,Hombres,107.5
2006,Guanajuato,lesiones,Hombres,84.3
2006,Guerrero,lesiones,Hombres,125.3
2006,Hidalgo,lesiones,Hombres,84.7
2006,Jalisco,lesiones,Hombres,86.2
2006,México,lesiones,Hombres,78.6
2006,Michoacán,lesiones,Hombres,152.7
2006,Morelos,lesiones,Hombres,83.8
2006,Nayarit,lesiones,Hombres,116.5
2006,Nuevo León,lesiones,Hombres,62.3
2006,Oaxaca,lesiones,Hombres,104.8
2006,Puebla,lesiones,Hombres,80.4
2006,Querétaro,lesiones,Hombres,85.4
2006,Quintana Roo,lesiones,Hombres,86.5
2006,San Luis Potosí,lesiones,Hombres,87.5
2006,Sinaloa,lesiones,Hombres,115.2
2006,Sonora,lesiones,Hombres,103.9
2006,Tabasco,lesiones,Hombres,126.4
2006,Tamaulipas,lesiones,Hombres,87.4
2006,Tlaxcala,lesiones,Hombres,85.7
2006,Veracruz,lesiones,Hombres,77.3
2006,Yucatán,lesiones,Hombres,71.5
2006,Zacatecas,lesiones,Hombres,106.1
2007,Aguascalientes,lesiones,Hombres,88.4
2007,Baja California,lesiones,Hombres,102
2007,Baja California Sur,lesiones,Hombres,114.8
2007,Campeche,lesiones,Hombres,83.5
2007,Coahuila,lesiones,Hombres,82.5
2007,Colima,lesiones,Hombres,85.9
2007,Chiapas,lesiones,Hombres,89.1
2007,Chihuahua,lesiones,Hombres,124
2007,Distrito Federal,lesiones,Hombres,64.2
2007,Durango,lesiones,Hombres,123.5
2007,Guanajuato,lesiones,Hombres,88.2
2007,Guerrero,lesiones,Hombres,145.8
2007,Hidalgo,lesiones,Hombres,85.3
2007,Jalisco,lesiones,Hombres,88.2
2007,México,lesiones,Hombres,75.2
2007,Michoacán,lesiones,Hombres,141
2007,Morelos,lesiones,Hombres,82.7
2007,Nayarit,lesiones,Hombres,119.5
2007,Nuevo León,lesiones,Hombres,68.8
2007,Oaxaca,lesiones,Hombres,117
2007,Puebla,lesiones,Hombres,79
2007,Querétaro,lesiones,Hombres,83.7
2007,Quintana Roo,lesiones,Hombres,107.5
2007,San Luis Potosí,lesiones,Hombres,86.7
2007,Sinaloa,lesiones,Hombres,122.7
2007,Sonora,lesiones,Hombres,110.1
2007,Tabasco,lesiones,Hombres,122.5
2007,Tamaulipas,lesiones,Hombres,75.2
2007,Tlaxcala,lesiones,Hombres,73.1
2007,Veracruz,lesiones,Hombres,83
2007,Yucatán,lesiones,Hombres,74.1
2007,Zacatecas,lesiones,Hombres,109.1
2008,Aguascalientes,lesiones,Hombres,83.9
2008,Baja California,lesiones,Hombres,120.6
2008,Baja California Sur,lesiones,Hombres,99.6
2008,Campeche,lesiones,Hombres,96.9
2008,Coahuila,lesiones,Hombres,79.4
2008,Colima,lesiones,Hombres,85.2
2008,Chiapas,lesiones,Hombres,97
2008,Chihuahua,lesiones,Hombres,244.3
2008,Distrito Federal,lesiones,Hombres,62.1
2008,Durango,lesiones,Hombres,155.1
2008,Guanajuato,lesiones,Hombres,90.8
2008,Guerrero,lesiones,Hombres,150.5
2008,Hidalgo,lesiones,Hombres,93.1
2008,Jalisco,lesiones,Hombres,92
2008,México,lesiones,Hombres,78.6
2008,Michoacán,lesiones,Hombres,140.1
2008,Morelos,lesiones,Hombres,89.9
2008,Nayarit,lesiones,Hombres,125.3
2008,Nuevo León,lesiones,Hombres,65.2
2008,Oaxaca,lesiones,Hombres,119.1
2008,Puebla,lesiones,Hombres,83.8
2008,Querétaro,lesiones,Hombres,84.1
2008,Quintana Roo,lesiones,Hombres,106.4
2008,San Luis Potosí,lesiones,Hombres,93.7
2008,Sinaloa,lesiones,Hombres,155.6
2008,Sonora,lesiones,Hombres,110
2008,Tabasco,lesiones,Hombres,125.8
2008,Tamaulipas,lesiones,Hombres,83.6
2008,Tlaxcala,lesiones,Hombres,73.3
2008,Veracruz,lesiones,Hombres,85.5
2008,Yucatán,lesiones,Hombres,72
2008,Zacatecas,lesiones,Hombres,113.9
